N,P,K,temperature,humidity,ph,Labelling,,
13,47,20,20.24104904,91.08706822,6.54450214,0,,
95,16,46,25.0767265,90.14362622,6.74669542,0,,
70,65,48,30.42012134,93.12659793,6.583528529,0,,
20,68,17,26.173003,60.11680815,6.578714843,0,,
110,39,25,22.6082115,77.34264002,7.208795456,0,,
15,28,26,28.1279509,77.48247073,4.947683034,0,,
18,12,35,24.80075722,96.38580769,6.338720873,0,,
59,63,18,23.26161175,60.13263713,6.52669158,0,,
37,62,22,17.02037872,61.62313345,7.397546271,0,,
93,48,16,28.20619412,92.86798698,7.175934962,0,,
94,46,18,23.39128187,61.74427165,5.871647806,0,,
24,56,46,21.8652524,80.19047693,6.545888558,0,,
86,79,45,22.61359953,63.69070564,5.80766417,0,,
6,144,198,27.23708304,82.94573346,5.559363609,0,,
27,120,200,34.51465139,93.63812684,6.110218826,0,,
105,95,50,22.61359953,63.69070564,5.849076099,0,,
14,74,19,18.39759147,84.82639309,6.624966131,0,,
44,58,25,27.45853567,62.90020977,6.513620918,0,,
65,63,50,31.88342554,91.3256535,6.524459342,0,,
27,138,201,26.35212063,93.90191078,5.952367662,0,,
30,7,15,29.70143197,95.65754365,7.825531916,0,,
26,18,30,25.06097197,51.08494181,6.336234624,0,,
25,27,41,23.90090378,94.27659596,6.923509371,0,,
87,28,30,25.60193969,68.66257977,6.536676653,0,,
44,64,14,29.80744318,91.38048469,6.74274935,0,,
67,51,24,23.57943626,83.58760316,5.584171461,0,,
16,18,26,20.2747052,91.81320717,5.568365926,0,,
18,5,11,20.87967369,90.93756231,6.251586885,0,,
116,72,84,25.31042337,72.01364411,6.920251378,0,,
83,13,26,23.05912437,98.3670985,6.16392103,0,,
86,37,16,26.51716779,59.21235483,5.561510732,0,,
69,64,47,20.21199348,94.50766912,6.993473247,0,,
28,23,28,25.001517,50.0983181,5.676032581,0,,
80,48,39,23.97898217,81.45061596,7.042299069,0,,
107,51,22,24.86730781,78.22080815,5.983075895,0,,
33,12,53,25.26052689,90.31153735,6.822282114,0,,
65,60,43,19.97199397,81.89918197,5.658169482,0,,
76,39,25,24.2547451,55.64709899,7.995843776,0,,
28,55,22,29.77013109,66.29327012,5.873171894,0,,
86,95,45,28.05484146,78.04602887,6.458714879,0,,
76,51,45,26.16985907,71.96246617,6.247040422,0,,
42,59,55,40.10207732,94.35110201,6.979102243,0,,
40,59,15,36.89163721,62.73178224,5.269084669,0,,
91,12,46,21.64458469,85.49938185,6.343942518,0,,
81,16,45,24.90435747,86.25426228,6.727468157,0,,
28,50,16,29.77013109,66.29327012,6.547361618,0,,
98,26,49,27.54036,60.53330091,6.130160473,0,,
91,45,37,18.9198907,93.32060007,6.132570523,0,,
210,18.3,320,29.01256899,94.01014388,8.4,0,,
0,12,7,24.8432263,90.65458473,6.969249676,0,,
28,55,22,29.77013109,66.29327012,5.873171894,0,,
31,58,24,29.89232778,89.71503316,6.488190463,0,,
66,53,41,16.0060081,80.52389148,7.778915154,0,,
5,18,14,25.6056981,93.48447453,7.434118807,0,,
43,86,55,28.28222883,91.37059792,6.63016515,0,,
11,71,24,19.9191786,21.47324158,5.74644777,0,,
29,63,17,29.20394909,95.66997327,7.26154329,0,,
6,48,15,28.6362812,84.61431076,6.790736339,0,,
101,33,33,21.97251562,62.0183627,6.908671379,0,,
35,48,15,40.78881819,92.90951393,6.981758362,0,,
61,53,43,29.6977792,92.07635517,6.349606327,0,,
75,47,53,17.08498521,16.14565756,6.850663232,0,,
32,12,18,23.97081395,62.35557553,5.55095745,0,,
9,21,26,32.26935342,53.56092806,5.870116071,0,,
105,74,45,35.3517635,81.38204104,6.098369122,0,,
40,121,198,26.18159716,81.03886263,6.315586313,0,,
39,24,31,28.6956201,84.573316,4.757114897,0,,
53,55,45,33.32315744,91.25271223,6.709668804,0,,
84,72,18,23.05912437,98.3670985,5.724242065,0,,
40,70,20,25.0030061,57.02786173,5.623490043,0,,
9,48,20,27.91095209,64.70930606,6.550443069,0,,
34,61,52,21.17089176,90.23730166,6.620729882,0,,
43,66,79,25.60153969,68.66257977,7.976607593,0,,
33,138,198,32.29423493,90.69033986,6.222390798,0,,
32,76,15,24.9626402,63.49802189,7.604110177,0,,
95,38,20,19.84939404,61.24500053,5.730617109,0,,
20,142,201,10.89875873,80.01639435,6.207600783,0,,
6,51,38,20.76357543,24.32991649,7.535024,0,,
81,56,36,35.35139326,72.60512854,7.097586415,0,,
1,66,23,24.51324787,20.81527638,4.803564468,0,,
91,53,38,26.52723513,81.41753846,5.386167788,0,,
99,16,30,27.1029077,65.44340921,6.392791654,0,,
34,145,205,29.01256899,94.01014388,6.700332694,0,,
6,13,29,27.31155708,99.96906006,5.832608075,0,,
99,58,25,27.33368994,83.67675197,8.399135958,0,,
25,70,16,19.63474352,18.90705639,5.759237003,0,,
19,122,202,24.6129118,90.37981478,5.811975094,0,,
6,59,15,18.87492997,20.18238348,5.97229163,0,,
28,55,22,29.77013109,66.29327012,5.873171894,0,,
34,38,36,21.8652524,80.1923008,5.953933276,0,,
22,26,27,27.00315545,47.67525434,5.699586972,0,,
60,68,17,19.12065218,18.43475844,6.620900869,0,,
80,77,49,32.47648308,79.39654531,5.519088423,0,,
101,37,18,25.92360984,82.68738532,7.63737841,0,,
277,11.5,264,23.4192808,54.47935937,8.26,0,,
108,35,25,23.98143338,61.10935084,6.971963169,0,,
115,48,55,25.54359718,84.09229796,7.175934962,0,,
2,67,21,27.52135365,60.53657684,6.551577598,0,,
60,21,8,25.67385024,81.6212135,7.418761774,0,,
25,65,25,26.73433965,68.13999721,5.625096446,0,,
25,70,16,28.3340432,80.77275974,5.759237003,0,,
73,58,21,27.84767901,83.31110751,6.596060648,0,,
40,132,202,27.01207284,60.76645256,5.971813006,0,,
8,58,21,28.75273118,69.15640149,7.286049978,0,,
27,8,32,21.00648436,96.46168931,5.627860549,0,,
84,57,25,24.21495706,84.20576992,6.489040367,0,,
44,60,85,34.2804607,90.55561637,6.825371185,0,,
108,35,25,23.98143338,61.10935084,6.971963169,0,,
9,56,17,28.93408256,66.7729209,6.261937875,0,,
27,63,18,20.93409877,21.1893007,5.562201934,0,,
71,79,51,24.35971491,76.5284336,6.313197204,0,,
23,57,21,32.83963757,67.99803573,7.251000789,0,,
7,20,12,18.53460397,94.76759975,6.475275337,0,,
63,35,16,28.1220976,65.35549924,6.272417541,0,,
99,63,45,27.5394351,87.59671921,6.049609892,0,,
98,79,45,17.91652287,92.5081464,6.50766417,0,,
95,82,48,27.39872329,83.31172003,5.719014989,0,,
133,47,24,23.39128187,61.744001,7.231324765,0,,
65,24,55,29.84070774,93.76312893,6.259086583,0,,
6,30,32,22.77035608,91.45498527,6.36137446,0,,
61,41,17,21.8020613,65.26185135,6.021902237,0,,
28,55,22,29.77013109,66.29327012,5.873171894,0,,
110,14,35,27.02415146,91.66737633,6.085444691,0,,
114,8,52,23.89081108,94.5513539,6.419083092,0,,
160,57,52,22.61711614,93.51978375,6.09186275,0,,
32,145,203,25.9753666,90.84422164,6.406818518,0,,
50,64,25,24.48330085,81.290676,6.734447425,0,,
9,21,26,32.26935342,53.56092806,5.870116071,0,,
32,60,83,16.734713,19.44225438,8.829273328,0,,
76,39,24,26.53017998,55.64709899,6.995843776,0,,
114,40,23,22.80213132,84.14668447,6.753978061,0,,
59,73,48,21.77046169,80.31964408,5.707488987,0,,
34,57,38,23.61475336,86.14093961,6.700900869,0,,
97,12,47,35.3034208,89.63667876,6.765094964,0,,
71,54,35,23.18866654,86.20899734,7.311077075,0,,
88,60,39,24.63544858,80.41363018,6.766240045,0,,
131,38,19,19.730063,75.68339729,6.814341946,0,,
60,44,23,23.77989026,70.04556743,5.722579819,0,,
19,30,30,29.2808618,81.8009244,6.89381164,0,,
9,49,18,27.91095209,64.70930606,3.692863601,0,,
130,59,19,17.13692774,20.59541693,6.520403794,0,,
20,142,197,10.89875873,80.01639435,6.207600783,0,,
27,30,5,42.93605359,90.54608254,7.656978112,0,,
1,40,27,27.96235681,83.97586797,9.67924074,0,,
30,28,35,31.86641378,52.19331595,5.064613314,0,,
110,70,48,27.02415146,91.66737633,6.085270041,0,,
8,6,13,19.30106297,87.1775172,6.081568052,0,,
82,79,16,24.3906604,99.4793035,6.766045,0,,
66,25,51,21.32504158,80.47476396,6.932537231,0,,
7,23,44,19.75088482,88.71691157,7.054313823,0,,
31,5,14,19.48649309,91.69865887,6.583411671,0,,
28,55,22,29.77013109,66.29327012,5.873171894,0,,
107,72,77,28.14938935,81.54448882,5.790768046,0,,
19,77,23,28.3340432,80.77275974,5.670062975,0,,
111,78,21,25.11711046,68.48030408,6.65600075,0,,
44,60,47,34.2804607,90.55561637,6.825371185,0,,
2,61,20,32.13974653,23.02251117,5.95561668,0,,
16,29,13,22.31944397,93.67804556,6.196907944,0,,
107,58,15,23.73868041,75.77503804,7.55606399,0,,
4,46,15,24.01274943,62.40392519,3.504752314,0,,
13,129,203,17.30844532,20.01730914,5.863996687,0,,
82,26,47,28.50416396,93.46806467,5.565312653,0,,
111,41,18,26.64328417,78.1258666,6.10539819,0,,
36,68,20,21.06104474,23.77201471,5.86442953,0,,
27,120,20,20.27317074,63.91281869,6.110218826,0,,
105,93,46,21.01018457,78.76260938,5.760457558,0,,
127,53,24,24.91812712,76.17851932,6.127939628,0,,
44,60,47,34.2804607,90.55561637,6.825371185,0,,
39,54,24,35.09357419,30.98685456,5.026003659,0,,
2,21,44,22.92157197,87.31290342,6.56893406,0,,
8,25,36,26.2200579,93.03886263,6.828522375,0,,
99,37,30,23.22397386,83.03322691,6.364134968,0,,
72,21,26,24.80624984,82.09281674,7.261313694,0,,
99,73,30,18.14710054,71.09445342,5.573286437,0,,
28,122,197,19.87363946,82.73366439,5.856575335,0,,
34,61,49,28.12971499,93.3210737,6.402675132,0,,
19,63,19,26.80474415,48.23991436,6.928898659,0,,
31,58,20,28.88302142,50.123238,6.167855377,0,,
81,18,50,23.80750629,88.22874955,6.429788073,0,,
110,78,54,25.93730186,78.89864446,5.915568968,0,,
4,67,25,34.709569,24.35679348,5.948164454,0,,
110,15,35,28.57819995,92.86597437,6.212567211,0,,
24,128,196,25.75088787,90.69489172,5.521466996,0,,
28,59,22,32.80607799,52.79913039,7.05181629,0,,
20,139,202,24.80467592,40.2108375,5.66999105,0,,
2,123,198,24.96273236,92.40501423,6.253034534,0,,
26,73,21,25.40785911,76.44048625,4.946263888,0,,
92,81,53,27.39341554,81.4654833,6.438137279,0,,
32,145,203,25.06871967,93.31410447,6.406818518,0,,
48,57,54,25.02464041,90.20396783,6.617703178,0,,
98,47,37,21.49118657,81.33265073,7.375482851,0,,
81,21,55,27.77076285,87.09979549,6.494251024,0,,
110,15,48,35.321995,92.86597437,6.212567211,0,,
0,29,44,28.92952635,53.57014709,5.868255858,0,,
32,56,38,34.9466155,65.26774011,7.161826398,0,,
0,26,31,28.0764455,76.05556793,5.547933273,0,,
36,27,26,21.413919,95.78923137,6.25449571,0,,
67,59,41,19.94766735,80.97384195,6.012632591,0,,
79,51,15,20.2766109,68.49835977,6.586244581,0,,
48,61,21,30.38496619,61.69295127,6.628264883,0,,
91,35,39,26.52723513,81.41753846,6.970859754,0,,
27,79,15,17.06579293,17.54024066,6.307004923,0,,
14,131,198,24.85441411,74.44071461,5.562790949,0,,
15,125,199,18.4269916,80.55625868,5.569230319,0,,
101,11,51,42.3049581,81.24340241,6.792035575,0,,
114,8,50,29.34081108,94.5513539,6.419083092,0,,
72,21,26,24.80624984,82.09281674,7.261313694,0,,
2,24,40,21.35499456,62.60136323,6.297907579,0,,
28,145,202,34.7408627,82.9042841,6.484323189,0,,
84,27,29,27.01157559,88.3313023,7.167092586,0,,
98,26,49,27.28035669,90.53330091,6.130160473,0,,
81,30,53,28.52379742,92.09688432,6.041027474,0,,
24,73,16,19.63736208,32.31528909,4.608695247,0,,
30,17,46,25.00872392,95.59224018,6.804437106,0,,
105,77,52,22.48720144,89.9224883,5.816622479,0,,
99,57,24,24.80624984,82.09281674,6.356295568,0,,
4,59,19,26.25070256,67.62779652,7.621494566,0,,
27,30,5,20.2799084,94.54608254,7.656978112,0,,
200,80,52,20.51343484,92.51675903,6.049801781,0,,
110,39,25,22.6082115,77.34264002,7.208795456,0,,
95,13,46,26.0780003,93.76312893,6.126019932,0,,
99,47,38,24.92639065,85.19098079,6.002514871,0,,
278,9.8,165,25.65481539,47.48489084,9.21,0,,
44,60,54,34.2804607,90.55561637,6.825371185,0,,
88,40,32,25.97482359,69.36385721,7.045543056,0,,
35,71,17,25.19689322,66.35375127,6.931924963,0,,
94,5,55,23.5854649,91.89216849,6.085682344,0,,
9,49,16,20.88482722,41.36561835,7.661537348,0,,
12,80,15,21.91041045,65.21662467,5.962001484,0,,
77,38,35,21.8652524,80.1923008,5.953933276,0,,
20,27,45,20.51343484,92.51675903,5.70056663,0,,
26,59,23,27.3179125,51.66921088,6.002574871,0,,
20,72,19,28.0249301,64.34848735,7.397190844,0,,
12,23,38,23.80436344,92.80441624,7.005410734,0,,
40,58,15,29.46416042,87.6089009,6.978400282,0,,
41,30,11,28.49538735,60.19461399,6.601395755,0,,
68,58,44,23.22397386,83.03322691,6.336253525,0,,
37,50,15,29.65296893,88.48587386,6.5304707,0,,
119,19,55,18.92157197,46.712177,6.818261383,0,,
82,29,35,25.44689075,58.55226285,6.246872394,0,,
71,54,35,23.61475336,86.14290267,7.311077075,0,,
80,77,49,18.09935004,79.39654531,5.519088423,0,,
34,76,16,20.65691793,15.84572566,7.985417393,0,,
117,37,32,33.1069385,67.06230539,6.787658922,0,,
11,78,22,27.33684386,88.50229102,7.007037515,0,,
107,43,18,23.61733,81.53480799,6.745104394,0,,
35,48,24,27.10818093,87.4512669,6.981758362,0,,
12,31,26,20.60026753,87.59615273,5.395275719,0,,
115,18,14,29.17052093,94.19790371,6.012480351,0,,
74,58,18,25.03728219,56.35606753,6.727303282,0,,
9,35,20,32.26935342,53.56092806,9.679240873,0,,
92,60,23,18.66746724,71.548112,5.721667141,0,,
21,21,38,18.65130133,89.3259486,6.327673765,0,,
32,80,83,17.08498521,16.14565756,7.528599957,0,,
131,56,22,22.00817088,81.83896111,7.762647875,0,,
83,49,42,25.36140526,46.82652785,7.206373153,0,,
73,57,38,21.44653958,84.94375962,5.824709117,0,,
19,66,22,26.80474415,48.23991436,6.167775263,0,,
94,5,55,29.5854649,91.89216849,6.085682344,0,,
94,5,55,23.5854649,91.89216849,6.085682344,0,,
35,131,203,13.70319166,90.95589386,5.893490899,0,,
68,58,38,26.24767901,83.31110751,6.336253525,0,,
17,77,22,24.51324787,20.81527638,5.670062975,0,,
22,47,45,27.84767901,83.31110751,6.579441304,0,,
38,70,16,23.71475278,91.53331177,5.759237003,0,,
90,51,35,28.1279509,77.48247073,6.028321558,0,,
20,75,81,23.80436344,92.80441624,6.408437886,0,,
104,20,26,28.17443957,83.0146263,7.493191968,0,,
90,39,38,24.81441246,81.68688879,6.86106911,0,,
14,57,15,29.8791016,83.14796296,6.623438282,0,,
9,60,19,27.04927452,91.3821731,4.820788186,0,,
3,134,199,25.96370163,81.32235739,5.81717753,0,,
26,15,6,28.05153602,94.78797376,6.912033409,0,,
108,38,24,25.73044432,76.43836957,7.442217061,0,,
6,69,19,19.8630675,41.69617915,4.750929218,0,,
86,76,54,21.91515043,73.19897535,5.926824754,0,,
3,58,21,15.36140526,46.82652785,9.160691747,0,,
42,53,35,23.11407669,94.31994776,6.758479569,0,,
16,14,42,29.70931288,96.30484325,6.37466756,0,,
77,38,35,21.8652524,80.1923008,5.953933276,0,,
120,24,47,30.84835031,92.86773675,6.260838965,0,,
106,14,37,24.47018505,84.16390229,6.417011754,0,,
99,57,44,26.75754171,81.17734011,5.960370061,0,,
52,73,24,17.25769499,18.74943955,7.840339389,0,,
112,30,54,24.86094646,85.05318563,6.738030547,0,,
99,12,52,23.98143338,61.10935084,6.002927293,0,,
11,22,50,18.28362235,66.65952796,6.47544932,0,,
32,56,18,25.06871967,93.31410447,7.135251532,0,,
38,23,41,31.22790131,94.94021378,6.62344328,0,,
131,56,200,26.52723513,81.83896111,7.762647875,0,,
82,46,41,23.3220131,79.79609448,6.581693772,0,,
39,139,201,26.24928198,90.351903,5.539980812,0,,
99,92,47,28.1279509,77.4824706,6.323933647,0,,
15,5,10,11.54785707,94.14861001,6.251586885,0,,
180,30,204,21.8652524,79.18469207,8.93,0,,
89,58,23,23.98651719,82.09053379,6.096838784,0,,
31,30,30,29.40889385,86.16063492,6.365513634,0,,
9,57,24,19.63474332,18.90705639,7.165121109,0,,
6,13,29,27.31155708,69.96906006,5.832608028,0,,
21,63,17,29.2808618,81.8009244,6.89500686,0,,
27,120,200,29.54097171,92.91778307,6.110218826,0,,
9,21,40,32.26935342,53.56092806,5.870116071,0,,
7,79,15,19.75088482,88.71691157,7.054313823,0,,
31,60,24,25.40474421,95.8567539,7.722335992,0,,
30,16,35,28.36291385,88.00989267,4.954739564,0,,
76,39,20,24.2547451,55.64709899,6.995843776,0,,
79,45,20,27.68167318,94.47316879,5.715208817,0,,
93,57,36,28.20619412,92.86798698,6.6170676,0,,
26,78,22,24.8081395,62.35557553,7.007037515,0,,
90,90,47,24.92093261,80.61750795,6.21084479,0,,
6,125,196,27.92004934,82.93262435,5.733539807,0,,
24,62,21,19.24462755,50.54495336,7.040056094,0,,
7,63,24,26.29039046,81.0605505,6.818681086,0,,
126,46,25,21.43847399,81.69801729,6.757457943,0,,
91,6,45,29.82729394,90.79007335,6.40077205,0,,
91,25,26,20.1303021,66.99765375,7.482414225,0,,
28,55,22,29.77013109,66.29327012,5.873171894,0,,
92,40,30,26.2965508,55.18792166,6.026287448,0,,
82,24,33,25.79351957,81.76904006,6.809593554,0,,
113,37,20,25.02400222,79.04368718,7.393441155,0,,
19,55,24,27.43329405,87.80507732,7.18530147,0,,
20,45,17,33.313032,83.69659318,6.770955317,0,,
60,46,53,21.48620746,92.98254537,6.761953186,0,,
36,14,37,21.80523051,94.63612858,6.658402594,0,,
35,63,21,17.81564548,17.60756635,7.714153038,0,,
35,74,22,27.62625009,62.96841833,6.898905799,0,,
2,25,36,20.56601874,14.25803981,6.011302181,0,,
10,28,30,24.54795322,18.39752703,5.064613314,0,,
16,55,19,29.70931288,96.30484325,6.413543781,0,,
47,26,29,27.55906475,58.45742907,5.67154928,0,,
100,50,22,25.234661,57.53161469,6.043485685,0,,
94,45,17,23.39128187,61.74427165,5.871647806,0,,
84,57,25,19.8510514,67.99257471,6.489040367,0,,
11,63,17,27.02415146,91.66737633,6.220600686,0,,
20,60,78,18.17374999,14.70085967,6.358740355,0,,
10,59,20,28.60901145,86.99495766,7.155685016,0,,
34,47,24,43.30204933,92.8595031,6.024091339,0,,
10,19,35,26.31270635,98.620319,6.113935087,0,,
27,64,15,19.52226241,24.92607153,5.514927264,0,,
19,38,26,19.30106297,58.77926304,4.525722333,0,,
36,78,79,23.39128186,61.7442731,7.007037515,0,,
20,50,16,34.51934775,47.52980027,6.933809743,0,,
120,87,52,25.0764455,76.05522115,5.905494703,0,,
110,52,19,27.02415146,91.66737633,6.08502601,0,,
6,21,44,22.20700989,93.50574163,6.36135055,0,,
4,20,25,17.30288029,93.1002501,5.664587011,0,,
81,53,42,24.51324787,20.81527638,5.17782304,0,,
37,62,22,17.02037872,61.62313345,7.397546271,0,,
27,74,16,24.69487673,59.96669215,5.859813416,0,,
29,35,25,28.28511547,88.4393979,7.130278657,0,,
69,57,21,21.0748599,78.54340987,6.186814392,0,,
33,75,15,15.83388699,91.68293851,7.651225301,0,,
36,43,21,24.17093241,58.25204566,7.140437859,0,,
28,75,21,29.77013109,66.29327012,6.547361618,0,,
86,42,36,23.64124821,80.28597873,6.430010215,0,,
26,142,197,27.3179125,51.66921088,6.000573725,0,,
20,23,11,23.3520694,90.12220323,6.407715561,0,,
100,18,52,23.0234499,80.38266489,6.87606733,0,,
28,63,17,20.56601874,14.25803981,6.650400686,0,,
7,38,35,19.75088482,88.71691157,7.054313823,0,,
23,23,27,20.18649426,19.63719995,5.161148592,0,,
28,55,22,29.77013109,66.29327012,5.873171894,0,,
116,56,17,18.9292544,77.7293114,7.979090365,0,,
23,23,30,24.81641065,47.45553843,4.755273631,0,,
64,35,23,21.53346343,82.1480002,5.680361038,0,,
115,12,39,27.57826922,94.11878202,6.685553129,0,,
22,5,11,32.44577836,83.88504863,6.251586885,0,,
45,24,15,21.17089176,90.23730166,7.137136973,0,,
87,28,25,21.0365275,94.33919546,6.536676653,0,,
92,52,45,20.27317074,63.91281869,7.207457208,0,,
44,145,205,20.18649426,19.63719995,5.800242694,0,,
110,39,25,22.6082115,77.34264002,7.208795456,0,,
30,79,22,27.91095209,64.70930606,6.254216611,0,,
18,125,203,25.2990432,94.96419851,6.160267496,0,,
35,131,203,31.22790131,94.94021378,5.893490899,0,,
120,8,46,23.97898217,81.45061596,6.732834334,0,,
103,33,25,25.40785911,76.44048625,6.911066044,0,,
88,35,40,25.74679443,40.7192594,5.85393208,0,,
42,58,25,26.28853567,62.90020977,6.513620918,0,,
9,57,23,29.89232778,89.71503316,7.165121109,0,,
26,18,30,31.06097197,51.08494181,6.336234624,0,,
71,54,35,23.18866654,86.20899734,7.311077075,0,,
38,8,52,24.51324787,20.81527638,8.868741443,0,,
117,24,81,29.17220859,92.21405224,6.293486295,0,,
28,5,31,24.70626432,60.26854183,5.851963184,0,,
95,82,48,27.39872329,83.31172003,5.719014989,0,,
107,72,45,28.14668935,81.54448882,5.790768046,0,,
22,70,19,27.84767901,83.31110751,5.515615023,0,,
46,76,77,34.526751,19.68538502,6.967843048,0,,
77,52,41,22.82102541,83.46409075,6.097294061,0,,
2,69,19,22.71271308,90.45261746,5.669489,0,,
37,62,22,17.02037872,61.62313345,7.397546271,0,,
67,35,39,23.50297882,61.32026065,6.970859754,0,,
39,21,9,13.20644373,94.02769434,6.354022554,0,,
37,56,18,19.73136909,24.89487354,6.2642583,0,,
117,79,24,25.40909896,82.36208097,6.176644228,0,,
116,52,19,42.94276687,75.37170612,6.114525877,0,,
25,51,24,32.99495525,61.66852372,9.392694614,0,,
44,57,22,20.18649426,19.63719995,5.630619909,0,,
37,50,15,29.65296893,88.48587386,6.5304707,0,,
89,52,42,23.97898217,81.45139295,6.14132902,0,,
99,50,15,18.010085,56.09445342,5.573286437,0,,
82,46,41,22.7250131,79.79609448,6.581693772,0,,
40,18,52,20.45078582,15.40312102,6.484799661,0,,
99,57,17,23.77989026,92.93386903,5.960370061,0,,
130,59,15,25.07278712,82.50257909,6.520403794,0,,
23,62,18,16.51783455,20.4555596,5.609435128,0,,
42,60,47,23.22397383,62.8746225,6.834808348,0,,
4,59,18,26.25070298,67.62779652,7.621494566,0,,
63,74,81,18.25405352,55.28220433,8.753795334,0,,
108,30,51,34.03619494,64.28791388,6.069171847,0,,
23,55,16,18.65054116,17.80852431,5.111488821,0,,
27,120,200,23.60567546,59.68849145,6.110218826,0,,
29,25,14,23.64142354,93.74461474,7.781988584,0,,
113,28,48,23.8042017,92.48839665,6.170520518,0,,
36,125,196,20.68592661,80.65968681,6.15526103,0,,
67,43,38,25.52622704,70.88259632,7.299304715,0,,
99,57,38,24.80624984,82.09281674,6.356295568,0,,
18,6,204,28.56973521,95.67906668,6.8245138,0,,
34,62,55,28.12971499,93.3210737,6.585346229,0,,
43,55,15,34.03619494,64.28791388,6.635968698,0,,
88,21,27,24.43011919,66.02411187,7.231166546,0,,
110,14,51,25.02415146,91.66737633,6.085444691,0,,
35,72,21,28.56212158,83.24855855,7.741418772,0,,
67,68,49,40.00439101,90.17015833,6.821774589,0,,
115,27,38,27.57826922,94.11878202,6.776533,0,,
66,53,41,21.94766735,80.97384195,7.778915154,0,,
5,59,15,21.972517,20.18238348,5.97229163,0,,
58,48,55,17.13692774,20.59541693,6.2469629,0,,
110,78,46,25.93730186,78.89864446,5.915568968,0,,
7,79,23,29.82729394,90.79007335,5.821649914,0,,
40,65,49,22.31253665,90.03577124,6.678449318,0,,
70,42,43,26.52723513,81.41753846,6.508342839,0,,
113,37,20,25.04800222,79.04368718,7.393441155,0,,
41,62,15,21.3500259,64.14928485,7.358974541,0,,
105,30,41,25.29954705,81.77527562,6.37620108,0,,
13,21,11,26.0713757,88.7285657,6.460044778,0,,
34,60,25,31.35730791,64.24992106,7.322552923,0,,
95,26,29,27.35152643,55.99375012,7.13411409,0,,
39,57,41,36.73126647,80.58931938,5.775603235,0,,
110,78,47,25.93730186,78.89864446,5.915568968,0,,
37,62,17,21.8652524,80.1923008,7.121254928,0,,
20,6,13,20.51343484,92.51675903,5.700650481,0,,
8,25,36,27.10290523,94.95031368,6.828522375,0,,
19,57,22,23.6734328,47.2879691,7.342409555,0,,
107,31,30,23.17124551,52.97841162,6.766184468,0,,
30,75,25,29.93276599,42.35249879,6.446091759,0,,
82,86,51,24.69457084,81.7358876,6.257369799,0,,
22,70,19,18.23775702,21.07643273,5.515615023,0,,
40,37,39,26.59104992,82.94164078,6.033485257,0,,
83,47,42,23.60567546,59.68849145,5.739175027,0,,
29,44,21,30.04132304,63.56222995,8.620107545,0,,
25,130,197,22.50050273,92.45878335,5.554831977,0,,
13,30,37,28.9973145,91.61793636,6.277148771,0,,
48,62,15,34.787809,66.6379724,7.538631462,0,,
83,25,38,28.66024187,59.3189118,6.87366677,0,,
113,41,17,26.00373964,62.1445102,6.047906679,0,,
26,24,41,24.32770134,90.88292835,6.610251186,0,,
9,63,17,32.45465292,50.69693751,5.717143397,0,,
33,47,17,24.86903974,48.27531965,8.621514073,0,,
22,78,76,17.84851658,19.09172904,8.621662982,0,,
104,94,53,25.7131428,80.22972777,6.190757459,0,,
105,93,46,20.01018457,78.76260938,5.760457558,0,,
31,38,28,18.8202251,16.1074793,8.204862,0,,
18,21,12,23.2801227,94.94330457,6.368560522,0,,
18,5,11,20.87957369,90.93756231,6.251586885,0,,
47,63,16,25.29003279,67.10464369,6.661870999,0,,
70,72,77,26.52723513,81.41753846,5.485996067,0,,
107,51,20,24.86560781,78.22080815,5.983075895,0,,
84,37,42,19.290043,84.6380095,6.691074249,0,,
117,37,30,23.39128187,61.74427044,6.200111068,0,,
39,78,15,21.35499456,62.60136323,5.90391795,0,,
119,7,55,27.03867719,84.6378378,6.031424482,0,,
90,14,8,24.84740848,89.20454622,6.391858432,0,,
3,23,25,29.70143197,95.65754365,6.078807239,0,,
6,139,203,25.67385024,81.6212135,6.29099842,0,,
1,6,35,21.00067625,95.71955435,6.231662767,0,,
18,19,27,19.84939404,61.24505806,4.772385986,0,,
36,29,13,23.30800989,93.50574163,7.829507245,0,,
35,20.4,131,23.65167552,94.50528753,7.74,0,,
37,49,25,10.35609594,85.8927489,6.415459592,0,,
85,9,52,28.20619412,92.86798698,6.447662945,0,,
35,25,26,31.99490489,50.84881347,6.7033446,0,,
36,128,204,26.35295209,80.68700527,5.695792761,0,,
39,25,36,18.90223032,94.14897537,5.567805185,0,,
10,5,50,21.21306973,91.35349216,7.817846496,0,,
94,68,17,23.39128187,61.74427165,5.871647806,0,,
37,124,195,22.70679077,83.4795292,6.209928251,0,,
81,18,26,26.80750629,88.22874955,6.429788073,0,,
3,141,197,22.35628673,91.92360477,6.142803397,0,,
19,48,21,26.80474415,48.23991436,6.16299069,0,,
13,143,199,23.71475278,91.53331177,5.631273387,0,,
25,62,80,24.92360477,81.035986,7.489545074,0,,
57,73,20,26.24767901,14.72115044,7.358099622,0,,
25,78,21,24.2036928,76.58186275,7.228963452,0,,
24,73,22,19.63736208,32.31528909,4.608695247,0,,
9,77,17,19.28617173,87.58337146,6.280725549,0,,
9,17,39,25.94951662,93.40548703,5.842317989,0,,
25,59,19,19.95991719,59.33157782,6.626629798,0,,
113,33,34,27.00473964,62.1445102,6.559817161,0,,
